Calendar year,Ethnicity,Main offence,Sentence,Value,Flags
"2011","Other","Aggravated robbery","Total sentences",5,
"2014","Other","Aggravated robbery","Total sentences",18,
"2016","Other","Aggravated robbery","Total sentences",9,
"2002","Other","Non-aggravated robbery","Total sentences",1,
"2005","Other","Non-aggravated robbery","Total sentences",2,
"2008","Other","Non-aggravated robbery","Total sentences",2,
"2010","Other","Non-aggravated robbery","Total sentences",3,
"2016","Other","Non-aggravated robbery","Total sentences",1,
"2004","Unknown/Corporation","Total Offences","Total sentences",5908,
"2006","Unknown/Corporation","Total Offences","Total sentences",10085,
"2007","Unknown/Corporation","Total Offences","Total sentences",10148,
"2009","Unknown/Corporation","Total Offences","Total sentences",7156,
"2012","Unknown/Corporation","Total Offences","Total sentences",5503,
"2014","Unknown/Corporation","Total Offences","Total sentences",5428,
"2003","Unknown/Corporation","Prohibited And Regulated Weapons And Explosives Offences","Total sentences",2,
"2006","Unknown/Corporation","Prohibited And Regulated Weapons And Explosives Offences","Total sentences",14,
"2008","Unknown/Corporation","Prohibited And Regulated Weapons And Explosives Offences","Total sentences",16,
"2009","Unknown/Corporation","Prohibited And Regulated Weapons And Explosives Offences","Total sentences",7,
"2011","Unknown/Corporation","Prohibited And Regulated Weapons And Explosives Offences","Total sentences",4,
"2014","Unknown/Corporation","Prohibited And Regulated Weapons And Explosives Offences","Total sentences",7,
"2016","Unknown/Corporation","Prohibited And Regulated Weapons And Explosives Offences","Total sentences",8,
"2004","Unknown/Corporation","Public Order Offences","Imprisonment",3,
"2006","Unknown/Corporation","Public Order Offences","Imprisonment",11,
"2007","Unknown/Corporation","Public Order Offences","Imprisonment",7,
"2009","Unknown/Corporation","Public Order Offences","Imprisonment",13,
"2012","Unknown/Corporation","Public Order Offences","Imprisonment",8,
"2014","Unknown/Corporation","Public Order Offences","Imprisonment",16,
"1980","Unknown/Corporation","Public Order Offences","Total sentences",342,
"1983","Unknown/Corporation","Public Order Offences","Total sentences",94,
"1985","Unknown/Corporation","Public Order Offences","Total sentences",133,
"1986","Unknown/Corporation","Public Order Offences","Total sentences",133,
"1988","Unknown/Corporation","Public Order Offences","Total sentences",113,
"1991","Unknown/Corporation","Public Order Offences","Total sentences",49,
"1993","Unknown/Corporation","Public Order Offences","Total sentences",22,
"1994","Unknown/Corporation","Public Order Offences","Total sentences",16,
"1996","Unknown/Corporation","Public Order Offences","Total sentences",27,
"1999","Unknown/Corporation","Public Order Offences","Total sentences",32,
"2001","Unknown/Corporation","Public Order Offences","Total sentences",18,
"2004","Unknown/Corporation","Public Order Offences","Total sentences",60,
"2006","Unknown/Corporation","Public Order Offences","Total sentences",333,
"2007","Unknown/Corporation","Public Order Offences","Total sentences",252,
"2009","Unknown/Corporation","Public Order Offences","Total sentences",130,
"2012","Unknown/Corporation","Public Order Offences","Total sentences",85,
"2014","Unknown/Corporation","Public Order Offences","Total sentences",97,
"2015","Unknown/Corporation","Public Order Offences","Total sentences",82,
"2004","Unknown/Corporation","Miscellaneous Offences","Imprisonment",10,
"2006","Unknown/Corporation","Miscellaneous Offences","Imprisonment",21,
"2009","Unknown/Corporation","Miscellaneous Offences","Imprisonment",20,
"2011","Unknown/Corporation","Miscellaneous Offences","Imprisonment",15,
"2014","Unknown/Corporation","Miscellaneous Offences","Imprisonment",11,
"2016","Unknown/Corporation","Miscellaneous Offences","Imprisonment",12,
"2001","Unknown/Corporation","Miscellaneous Offences","Total sentences",257,
"2003","Unknown/Corporation","Miscellaneous Offences","Total sentences",548,
"2004","Unknown/Corporation","Miscellaneous Offences","Total sentences",1338,
"2006","Unknown/Corporation","Miscellaneous Offences","Total sentences",1687,
"2009","Unknown/Corporation","Miscellaneous Offences","Total sentences",1336,
"2011","Unknown/Corporation","Miscellaneous Offences","Total sentences",1120,
"2012","Unknown/Corporation","Miscellaneous Offences","Total sentences",1010,
"2014","Unknown/Corporation","Miscellaneous Offences","Total sentences",881,
"1992","Unknown/Corporation","Murder","Imprisonment",1,
"2008","Unknown/Corporation","Murder","Imprisonment",1,
"2013","Unknown/Corporation","Murder","Imprisonment",1,
"2016","Unknown/Corporation","Murder","Imprisonment",1,
"1981","Unknown/Corporation","Murder","Total sentences",1,
"1992","Unknown/Corporation","Murder","Total sentences",1,
"2008","Unknown/Corporation","Murder","Total sentences",1,
"2011","Unknown/Corporation","Murder","Total sentences",1,
"2013","Unknown/Corporation","Murder","Total sentences",1,
"2016","Unknown/Corporation","Murder","Total sentences",1,
"2009","Unknown/Corporation","Attempted murder","Imprisonment",1,
"2009","Unknown/Corporation","Attempted murder","Total sentences",1,
"2004","Unknown/Corporation","Assault","Imprisonment",1,
"2006","Unknown/Corporation","Assault","Imprisonment",6,
"2009","Unknown/Corporation","Assault","Imprisonment",8,
"2011","Unknown/Corporation","Assault","Imprisonment",4,
"2012","Unknown/Corporation","Assault","Imprisonment",2,
"2014","Unknown/Corporation","Assault","Imprisonment",3,
"2004","Unknown/Corporation","Assault","Total sentences",53,
"2006","Unknown/Corporation","Assault","Total sentences",122,
"2007","Unknown/Corporation","Assault","Total sentences",148,
"2009","Unknown/Corporation","Assault","Total sentences",104,
"2012","Unknown/Corporation","Assault","Total sentences",35,
"2014","Unknown/Corporation","Assault","Total sentences",34,
"2015","Unknown/Corporation","Assault","Total sentences",34,
"1998","Unknown/Corporation","Other acts intended to cause injury","Total sentences",1,
"2006","Unknown/Corporation","Non-assaultive sexual offences","Imprisonment",1,
"2014","Unknown/Corporation","Non-assaultive sexual offences","Imprisonment",1,
"2006","Unknown/Corporation","Non-assaultive sexual offences","Total sentences",1,
"2012","Unknown/Corporation","Non-assaultive sexual offences","Total sentences",1,
"2014","Unknown/Corporation","Non-assaultive sexual offences","Total sentences",1,
"2006","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Imprisonment",1,
"2009","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Imprisonment",1,
"2012","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Imprisonment",1,
"2002","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Total sentences",1,
"2004","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Total sentences",129,
"2007","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Total sentences",122,
"2009","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Total sentences",80,
"2010","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Total sentences",117,
"2012","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Total sentences",179,
"2015","Unknown/Corporation","Other dangerous or negligent acts endangering persons","Total sentences",162,
"2008","Unknown/Corporation","Abduction and kidnapping","Imprisonment",2,
"2008","Unknown/Corporation","Abduction and kidnapping","Total sentences",3,
"2009","Unknown/Corporation","Abduction and kidnapping","Total sentences",2,
"2016","Unknown/Corporation","Abduction and kidnapping","Total sentences",1,
"2010","Unknown/Corporation","Blackmail and extortion","Imprisonment",1,
"1983","Unknown/Corporation","Blackmail and extortion","Total sentences",1,
"2010","Unknown/Corporation","Blackmail and extortion","Total sentences",1,
"2006","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Imprisonment",4,
"2009","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Imprisonment",1,
"2014","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Imprisonment",1,
"2016","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Imprisonment",2,
"2003","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Total sentences",1,
"2004","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Total sentences",2,
"2006","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Total sentences",22,
"2009","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Total sentences",5,
"2011","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Total sentences",6,
"2012","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Total sentences",2,
"2014","Unknown/Corporation","Unlawful entry with intent/burglary, break and enter","Total sentences",6,
"2016","Unknown/Corporation","Motor vehicle theft and related offences","Imprisonment",2,
"2002","Unknown/Corporation","Motor vehicle theft and related offences","Total sentences",3,
"2003","Unknown/Corporation","Motor vehicle theft and related offences","Total sentences",1,
"2005","Unknown/Corporation","Motor vehicle theft and related offences","Total sentences",4,
"2008","Unknown/Corporation","Motor vehicle theft and related offences","Total sentences",6,
"2010","Unknown/Corporation","Motor vehicle theft and related offences","Total sentences",4,
"2011","Unknown/Corporation","Motor vehicle theft and related offences","Total sentences",2,
"2013","Unknown/Corporation","Motor vehicle theft and related offences","Total sentences",2,
"2016","Unknown/Corporation","Motor vehicle theft and related offences","Total sentences",3,
"2004","Unknown/Corporation","Theft (except motor vehicles)","Imprisonment",1,
"2006","Unknown/Corporation","Theft (except motor vehicles)","Imprisonment",4,
"2007","Unknown/Corporation","Theft (except motor vehicles)","Imprisonment",1,
"2009","Unknown/Corporation","Theft (except motor vehicles)","Imprisonment",1,
"2014","Unknown/Corporation","Theft (except motor vehicles)","Imprisonment",1,
"2002","Unknown/Corporation","Theft (except motor vehicles)","Total sentences",14,
"2004","Unknown/Corporation","Theft (except motor vehicles)","Total sentences",27,
"2007","Unknown/Corporation","Theft (except motor vehicles)","Total sentences",56,
"2009","Unknown/Corporation","Theft (except motor vehicles)","Total sentences",47,
"2010","Unknown/Corporation","Theft (except motor vehicles)","Total sentences",20,
"2012","Unknown/Corporation","Theft (except motor vehicles)","Total sentences",19,
"2015","Unknown/Corporation","Theft (except motor vehicles)","Total sentences",11,
"2005","Unknown/Corporation","Receive or handle proceeds of crime","Imprisonment",1,
"2008","Unknown/Corporation","Receive or handle proceeds of crime","Imprisonment",1,
"2011","Unknown/Corporation","Receive or handle proceeds of crime","Imprisonment",1,
"2013","Unknown/Corporation","Receive or handle proceeds of crime","Imprisonment",1,
"1982","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",9,
"1984","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",12,
"1985","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",9,
"1987","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",10,
"1990","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",16,
"1992","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",11,
"1993","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",2,
"1995","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",9,
"1998","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",7,
"2000","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",2,
"2001","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",6,
"2003","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",4,
"2006","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",8,
"2008","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",15,
"2009","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",4,
"2011","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",3,
"2014","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",6,
"2016","Unknown/Corporation","Receive or handle proceeds of crime","Total sentences",10,
"2005","Unknown/Corporation","Obtain benefit by deception","Imprisonment",198,
"2008","Unknown/Corporation","Obtain benefit by deception","Imprisonment",66,
"2010","Unknown/Corporation","Obtain benefit by deception","Imprisonment",55,
"2011","Unknown/Corporation","Obtain benefit by deception","Imprisonment",66,
"2013","Unknown/Corporation","Obtain benefit by deception","Imprisonment",55,
"2016","Unknown/Corporation","Obtain benefit by deception","Imprisonment",56,
"2003","Unknown/Corporation","Obtain benefit by deception","Total sentences",228,
"2005","Unknown/Corporation","Obtain benefit by deception","Total sentences",1108,
"2006","Unknown/Corporation","Obtain benefit by deception","Total sentences",1023,
"2008","Unknown/Corporation","Obtain benefit by deception","Total sentences",975,
"2011","Unknown/Corporation","Obtain benefit by deception","Total sentences",855,
"2013","Unknown/Corporation","Obtain benefit by deception","Total sentences",928,
"2014","Unknown/Corporation","Obtain benefit by deception","Total sentences",1207,
"2016","Unknown/Corporation","Obtain benefit by deception","Total sentences",612,
"2004","Unknown/Corporation","Forgery and counterfeiting","Imprisonment",3,
"2007","Unknown/Corporation","Forgery and counterfeiting","Imprisonment",7,
"2009","Unknown/Corporation","Forgery and counterfeiting","Imprisonment",2,
"2010","Unknown/Corporation","Forgery and counterfeiting","Imprisonment",8,
"2012","Unknown/Corporation","Forgery and counterfeiting","Imprisonment",3,
"2015","Unknown/Corporation","Forgery and counterfeiting","Imprisonment",8,
"2002","Unknown/Corporation","Forgery and counterfeiting","Total sentences",3,
"2004","Unknown/Corporation","Forgery and counterfeiting","Total sentences",15,
"2005","Unknown/Corporation","Forgery and counterfeiting","Total sentences",14,
"2007","Unknown/Corporation","Forgery and counterfeiting","Total sentences",20,
"2010","Unknown/Corporation","Forgery and counterfeiting","Total sentences",38,
"2012","Unknown/Corporation","Forgery and counterfeiting","Total sentences",26,
"2013","Unknown/Corporation","Forgery and counterfeiting","Total sentences",43,
"2015","Unknown/Corporation","Forgery and counterfeiting","Total sentences",34,
"2008","Unknown/Corporation","Deceptive business/government practices","Imprisonment",3,
"2014","Unknown/Corporation","Deceptive business/government practices","Imprisonment",3,
"2003","Unknown/Corporation","Deceptive business/government practices","Total sentences",13,
"2004","Unknown/Corporation","Deceptive business/government practices","Total sentences",18,
"2006","Unknown/Corporation","Deceptive business/government practices","Total sentences",101,
"2009","Unknown/Corporation","Deceptive business/government practices","Total sentences",34,
"2011","Unknown/Corporation","Deceptive business/government practices","Total sentences",22,
"2012","Unknown/Corporation","Deceptive business/government practices","Total sentences",22,
"2014","Unknown/Corporation","Deceptive business/government practices","Total sentences",21,
"2002","Unknown/Corporation","Other fraud and deception offences","Imprisonment",1,
"2005","Unknown/Corporation","Other fraud and deception offences","Imprisonment",5,
"2007","Unknown/Corporation","Other fraud and deception offences","Imprisonment",6,
"2008","Unknown/Corporation","Other fraud and deception offences","Imprisonment",7,
"2010","Unknown/Corporation","Other fraud and deception offences","Imprisonment",5,
"2013","Unknown/Corporation","Other fraud and deception offences","Imprisonment",7,
"2015","Unknown/Corporation","Other fraud and deception offences","Imprisonment",1,
"2016","Unknown/Corporation","Other fraud and deception offences","Imprisonment",2,
"2002","Unknown/Corporation","Other fraud and deception offences","Total sentences",6,
"2003","Unknown/Corporation","Other fraud and deception offences","Total sentences",5,
"2005","Unknown/Corporation","Other fraud and deception offences","Total sentences",26,
"2008","Unknown/Corporation","Other fraud and deception offences","Total sentences",54,
"2010","Unknown/Corporation","Other fraud and deception offences","Total sentences",41,
"2011","Unknown/Corporation","Other fraud and deception offences","Total sentences",27,
"2013","Unknown/Corporation","Other fraud and deception offences","Total sentences",19,
"2016","Unknown/Corporation","Other fraud and deception offences","Total sentences",22,
"1991","Unknown/Corporation","Import or export illicit drugs","Imprisonment",1,
"2006","Unknown/Corporation","Import or export illicit drugs","Imprisonment",3,
"2007","Unknown/Corporation","Import or export illicit drugs","Imprisonment",3,
"2009","Unknown/Corporation","Import or export illicit drugs","Imprisonment",2,
"2012","Unknown/Corporation","Import or export illicit drugs","Imprisonment",10,
"2014","Unknown/Corporation","Import or export illicit drugs","Imprisonment",19,
"2015","Unknown/Corporation","Import or export illicit drugs","Imprisonment",29,
"1985","Unknown/Corporation","Import or export illicit drugs","Total sentences",1,
"1991","Unknown/Corporation","Import or export illicit drugs","Total sentences",1,
"2007","Unknown/Corporation","Import or export illicit drugs","Total sentences",4,
"2009","Unknown/Corporation","Import or export illicit drugs","Total sentences",2,
"2010","Unknown/Corporation","Import or export illicit drugs","Total sentences",9,
"2012","Unknown/Corporation","Import or export illicit drugs","Total sentences",18,
"2015","Unknown/Corporation","Import or export illicit drugs","Total sentences",36,
"2005","Unknown/Corporation","Deal or traffic in illicit drugs","Imprisonment",7,
"2006","Unknown/Corporation","Deal or traffic in illicit drugs","Imprisonment",7,
"2008","Unknown/Corporation","Deal or traffic in illicit drugs","Imprisonment",2,
"2011","Unknown/Corporation","Deal or traffic in illicit drugs","Imprisonment",1,
"2013","Unknown/Corporation","Deal or traffic in illicit drugs","Imprisonment",2,
"2014","Unknown/Corporation","Deal or traffic in illicit drugs","Imprisonment",2,
"2016","Unknown/Corporation","Deal or traffic in illicit drugs","Imprisonment",4,
"2006","Unknown/Corporation","Deal or traffic in illicit drugs","Total sentences",17,
"2008","Unknown/Corporation","Deal or traffic in illicit drugs","Total sentences",11,
"2009","Unknown/Corporation","Deal or traffic in illicit drugs","Total sentences",7,
"2011","Unknown/Corporation","Deal or traffic in illicit drugs","Total sentences",5,
"2014","Unknown/Corporation","Deal or traffic in illicit drugs","Total sentences",10,
"2016","Unknown/Corporation","Deal or traffic in illicit drugs","Total sentences",10,
"2002","Unknown/Corporation","Manufacture or cultivate illicit drugs","Imprisonment",3,
"2005","Unknown/Corporation","Manufacture or cultivate illicit drugs","Imprisonment",3,
"2007","Unknown/Corporation","Manufacture or cultivate illicit drugs","Imprisonment",2,
"2013","Unknown/Corporation","Manufacture or cultivate illicit drugs","Imprisonment",1,
"1992","Unknown/Corporation","Manufacture or cultivate illicit drugs","Total sentences",17,
"2002","Unknown/Corporation","Manufacture or cultivate illicit drugs","Total sentences",11,
"2005","Unknown/Corporation","Manufacture or cultivate illicit drugs","Total sentences",28,
"2007","Unknown/Corporation","Manufacture or cultivate illicit drugs","Total sentences",26,
"2008","Unknown/Corporation","Manufacture or cultivate illicit drugs","Total sentences",30,
"2010","Unknown/Corporation","Manufacture or cultivate illicit drugs","Total sentences",7,
"2013","Unknown/Corporation","Manufacture or cultivate illicit drugs","Total sentences",5,
"2015","Unknown/Corporation","Manufacture or cultivate illicit drugs","Total sentences",6,
"2016","Unknown/Corporation","Manufacture or cultivate illicit drugs","Total sentences",6,
"1980","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",51,
"1982","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",29,
"1983","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",30,
"1985","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",48,
"1988","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",39,
"1990","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",28,
"1991","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",26,
"1993","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",22,
"1996","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",16,
"1998","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",6,
"1999","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",10,
"2001","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",7,
"2004","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",3,
"2006","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",16,
"2007","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",14,
"2009","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",4,
"2012","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",1,
"2014","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",4,
"2015","Unknown/Corporation","Possess and/or use illicit drugs","Total sentences",2,
"2005","Unknown/Corporation","Other illicit drug offences","Imprisonment",1,
"1981","Unknown/Corporation","Other illicit drug offences","Total sentences",4,
"1982","Unknown/Corporation","Other illicit drug offences","Total sentences",5,
"1984","Unknown/Corporation","Other illicit drug offences","Total sentences",8,
"1987","Unknown/Corporation","Other illicit drug offences","Total sentences",3,
"1989","Unknown/Corporation","Other illicit drug offences","Total sentences",4,
"1990","Unknown/Corporation","Other illicit drug offences","Total sentences",6,
"1992","Unknown/Corporation","Other illicit drug offences","Total sentences",4,
"1995","Unknown/Corporation","Other illicit drug offences","Total sentences",1,
"1997","Unknown/Corporation","Other illicit drug offences","Total sentences",2,
"1998","Unknown/Corporation","Other illicit drug offences","Total sentences",1,
"2000","Unknown/Corporation","Other illicit drug offences","Total sentences",3,
"2005","Unknown/Corporation","Other illicit drug offences","Total sentences",9,
"2006","Unknown/Corporation","Other illicit drug offences","Total sentences",14,
"2008","Unknown/Corporation","Other illicit drug offences","Total sentences",13,
"2011","Unknown/Corporation","Other illicit drug offences","Total sentences",5,
"2013","Unknown/Corporation","Other illicit drug offences","Total sentences",2,
"2016","Unknown/Corporation","Other illicit drug offences","Total sentences",3,
"2002","Unknown/Corporation","Property damage","Imprisonment",1,
"2007","Unknown/Corporation","Property damage","Imprisonment",1,
"2009","Unknown/Corporation","Property damage","Imprisonment",2,
"1991","Unknown/Corporation","Property damage","Total sentences",15,
"2002","Unknown/Corporation","Property damage","Total sentences",9,
"2004","Unknown/Corporation","Property damage","Total sentences",11,
"2005","Unknown/Corporation","Property damage","Total sentences",37,
"2007","Unknown/Corporation","Property damage","Total sentences",33,
"2010","Unknown/Corporation","Property damage","Total sentences",4,
"2012","Unknown/Corporation","Property damage","Total sentences",12,
"2013","Unknown/Corporation","Property damage","Total sentences",12,
"2015","Unknown/Corporation","Property damage","Total sentences",12,
"2009","Unknown/Corporation","Environmental pollution","Imprisonment",2,
"2003","Unknown/Corporation","Environmental pollution","Total sentences",17,
"2004","Unknown/Corporation","Environmental pollution","Total sentences",22,
"2006","Unknown/Corporation","Environmental pollution","Total sentences",40,
"2009","Unknown/Corporation","Environmental pollution","Total sentences",106,
"2011","Unknown/Corporation","Environmental pollution","Total sentences",61,
"2012","Unknown/Corporation","Environmental pollution","Total sentences",89,
"2014","Unknown/Corporation","Environmental pollution","Total sentences",53,
"2016","Unknown/Corporation","Environmental pollution","Total sentences",29,
"2009","Unknown/Corporation","Driving licence offences","Imprisonment",1,
"2002","Unknown/Corporation","Driving licence offences","Total sentences",765,
"2004","Unknown/Corporation","Driving licence offences","Total sentences",219,
"2007","Unknown/Corporation","Driving licence offences","Total sentences",272,
"2009","Unknown/Corporation","Driving licence offences","Total sentences",182,
"2010","Unknown/Corporation","Driving licence offences","Total sentences",164,
"2012","Unknown/Corporation","Driving licence offences","Total sentences",218,
"2014","Unknown/Corporation","Driving licence offences","Total sentences",370,
"2015","Unknown/Corporation","Driving licence offences","Total sentences",397,
"1982","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",4593,
"1984","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",3449,
"1985","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",3439,
"1987","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",4126,
"1990","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",1600,
"1992","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",1098,
"1993","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",1017,
"1995","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",747,
"1998","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",637,
"2000","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",468,
"2001","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",355,
"2003","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",239,
"2006","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",260,
"2008","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",215,
"2009","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",203,
"2013","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",15,
"2016","Unknown/Corporation","Vehicle registration and roadworthiness offences","Total sentences",3,
"1982","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",46,
"1985","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",25,
"1987","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",47,
"1988","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",31,
"1990","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",32,
"1993","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",27,
"1995","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",18,
"1996","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",13,
"1998","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",19,
"2001","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",9,
"2003","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",4,
"2004","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",6,
"2006","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",15,
"2009","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",3,
"2011","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",2,
"2012","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",3,
"2014","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",1,
"1983","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",6385,
"1985","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",6105,
"1988","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",5833,
"1990","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",5913,
"1991","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",7244,
"1993","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",5302,
"1996","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",5648,
"1998","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",5079,
"1999","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",4779,
"2001","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",4590,
"2004","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",483,
"2006","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",2797,
"2007","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",3183,
"2009","Unknown/Corporation","Exceeding the prescribed content of alcohol or other substance limit","Total sentences",1522,
"2003","Unknown/Corporation","Exceed legal speed limit","Total sentences",180,
"2005","Unknown/Corporation","Exceed legal speed limit","Total sentences",67,
"2006","Unknown/Corporation","Exceed legal speed limit","Total sentences",111,
"2008","Unknown/Corporation","Exceed legal speed limit","Total sentences",113,
"2010","Unknown/Corporation","Exceed legal speed limit","Total sentences",59,
"2013","Unknown/Corporation","Exceed legal speed limit","Total sentences",63,
"2016","Unknown/Corporation","Exceed legal speed limit","Total sentences",78,
"1980","Unknown/Corporation","Parking offences","Total sentences",6103,
"1981","Unknown/Corporation","Parking offences","Total sentences",11945,
"1983","Unknown/Corporation","Parking offences","Total sentences",2388,
"1986","Unknown/Corporation","Parking offences","Total sentences",383,
"1988","Unknown/Corporation","Parking offences","Total sentences",113,
"1989","Unknown/Corporation","Parking offences","Total sentences",15,
"1991","Unknown/Corporation","Parking offences","Total sentences",8,
"1994","Unknown/Corporation","Parking offences","Total sentences",10,
"1996","Unknown/Corporation","Parking offences","Total sentences",3,
"1997","Unknown/Corporation","Parking offences","Total sentences",10,
"1999","Unknown/Corporation","Parking offences","Total sentences",5,
"2001","Unknown/Corporation","Regulatory driving offences, nec","Imprisonment",1,
"2001","Unknown/Corporation","Regulatory driving offences, nec","Total sentences",621,
"2003","Unknown/Corporation","Regulatory driving offences, nec","Total sentences",694,
"2004","Unknown/Corporation","Regulatory driving offences, nec","Total sentences",390,
